@KayKay121 dragged me to the library. Now I have to be productive 💔 https://t.co/HjZR3d5QaQ	 (timestamp: 2015-10-29 17:51:50)
@noooa0709 ☺️	 (timestamp: 2015-10-30 15:30:25)
#AeroptoStgoMariño ofrece a sus usuarios Módulo de Atención al Pasajero ubicado en Salón Central. Comuníquese a 0295 4005057-4005058	 (timestamp: 2015-10-30 15:30:25)
"#MUSICA | Te presentamos el último tema de Ariana Grande ""Focus"", escuchalo y nos contás ► https://t.co/7TIydmiSvH https://t.co/JOQ2pvZgAy"	 (timestamp: 2015-10-30 15:30:24)
"@5990232 
すげ
おめでたいねー"	 (timestamp: 2015-10-30 15:30:25)
the prayer 🐟🐋🐳🐡🐠 (with Tommy Jogi, Pani, and 4 others at Eden restoran Semarang) [pic] — https://t.co/cCaBMbRGLg	 (timestamp: 2015-10-30 15:30:25)
I'm hungry dab 😩❗️	 (timestamp: 2015-10-30 15:30:25)
@Ramirez651 @JuaanSimonn Para vos tambien	 (timestamp: 2015-10-30 15:30:25)
Ininom ko na lahat ayaw pa rin tumigil 😡😡😡😡	 (timestamp: 2015-10-30 15:30:25)
ストライクもう一つの実を早くつけたいな(▭-▭)✧	 (timestamp: 2015-10-30 15:30:25)
See the incredible single toe hang by aerialhalo and double toe hang by @duomaelan tonight at 8! It's… https://t.co/B5ffpAbqvj	 (timestamp: 2015-10-30 15:30:25)
Me canse de perde el tiempo	 (timestamp: 2015-10-30 15:30:25)
คิตตี้อาจเปนแมว..🐱แต่คถ..แล้วอาจเปนเทอออออ ☺️ แม่มดคิตตี้ ✨👑🔮 ปล.ขอใช้มุขเก่านะ 55 #cussai #af12 @PloysaiAf12 https://t.co/iBXOuQXqoV	 (timestamp: 2015-10-30 15:30:24)
sleep nko	 (timestamp: 2015-10-30 15:30:25)
Why has kj put our mock week the first day back? Don't they realise we hv a social life🖕🏻🖕🏻	 (timestamp: 2015-10-30 15:30:25)
null	 (timestamp: NaT)
@Ninoo_ChoKo 😂😂😂😂  je découvre le mot 😂😂😂	 (timestamp: 2015-10-30 15:30:25)
"""Un amigo es aquel que sabe todo de ti, y aun así te quiere"" #Labiosde🍓… https://t.co/H70oOwg1Bw"	 (timestamp: 2015-10-30 15:30:25)
null	 (timestamp: NaT)
null	 (timestamp: NaT)
!  https://t.co/udgUQH7fXK	 (timestamp: 2015-10-30 15:30:25)
"current weather in Tripoli: partly cloudy, 23°C
49% humidity, wind 14km/h, pressure 1016mb steady"	 (timestamp: 2015-10-30 15:30:25)
I'm at Nativo in Playa del Carmen, Quintana Roo https://t.co/kwemAxAhzK	 (timestamp: 2015-10-30 15:30:25)
รอใครสักคนที่จะเข้ามา	 (timestamp: 2015-10-30 15:30:25)
@06Goriosi 畳めるからちっさいじゃん	 (timestamp: 2015-10-30 15:30:25)
e eu só sinto sono	 (timestamp: 2015-10-30 15:30:25)
null	 (timestamp: NaT)
@baconmeteor highly relevant to your interests: https://t.co/CZxZLqCTNq	 (timestamp: 2015-10-30 15:30:25)
@a_iceberg_ foi quando te fui ao cu	 (timestamp: 2015-10-30 15:30:25)
"Cê disse ""que sorriso lindo"" e foi o bastante pra eu me apaixonar ⚓"	 (timestamp: 2015-10-30 15:30:25)
Não entrar pela porta estreita significa que já nos encontramos no caminho espaçoso. (Martyn Lloyd)	 (timestamp: 2015-10-30 15:30:25)
@Jrdarth her sefer fotograflardaki gibi gulmeyi nasil basariyorsun?	 (timestamp: 2015-10-30 15:30:25)
Ni ganas de responder tengo.	 (timestamp: 2015-10-30 15:30:25)
hiii bbl off to pangasinan!	 (timestamp: 2015-10-30 15:30:25)
Danilo é a prova do amor de Deus na minha vida. 😍☺😍☺😍	 (timestamp: 2015-10-30 15:30:25)
@felipepena Tarantino vai à passeata contra Violência policial.Sindicato dos policiais quer boicote ao seu filme. https://t.co/KpCwlwuFXN	 (timestamp: 2015-10-30 15:30:25)
Se me murió una de mis nenas 🍁💔	 (timestamp: 2015-10-30 15:30:25)
Combatiendo el dengue de una forma u otra de la mano de @JuventudRD @SaludPublicaRD #RDContraElDengue https://t.co/TXpWh6vq16	 (timestamp: 2015-10-30 15:30:25)
Acaboooooooo 😆	 (timestamp: 2015-10-30 15:30:25)
E M Oripoto 11:00 Temp 24,7°C Lluv 0,2mm Hum 81% Pres 1011,92mb V 3km/h S Raf 10km/h IndC 24,7°C Rat 0,0mm/h UV 0,0	 (timestamp: 2015-10-30 15:30:25)
Tengo ganas de salirrrr	 (timestamp: 2015-10-30 15:30:25)
Não mereço https://t.co/zlPyEuz7aY	 (timestamp: 2015-10-30 15:30:25)
"Ano ba yan 
#PSYPaglantad || #PushAwardsKathNiels 👑"	 (timestamp: 2015-10-30 15:30:25)
it was a dude but he considered a bitch now	 (timestamp: 2015-10-30 15:30:25)
Escribi re como cavernicola, mejor me calmo	 (timestamp: 2015-10-30 15:30:25)
#BirAmpüldeSenYak ÇIK YOLA https://t.co/YbRZYBtUql	 (timestamp: 2015-10-30 15:30:25)
How many time I have to drink like no tomorrow 😴 (@ 大樹頭 Mamak in Kuala Lumpur, WP Kuala Lumpur) https://t.co/AhBpwHlH16	 (timestamp: 2015-10-30 15:30:25)
"ゆうきさん久しぶりすぎておもろすぎた
安定のネタぶっこんでくるとこ好きやわ～笑"	 (timestamp: 2015-10-30 15:30:25)
@DeanneMichaella @janineOabel belat	 (timestamp: 2015-10-30 15:30:25)
@alveslucasbfr @LucaPreguica vender minha placa de vídeo hauahau	 (timestamp: 2015-10-30 15:30:25)
MEMPHIS. YOUR ROADS.	 (timestamp: 2015-10-30 15:30:25)
@TuckerBoo843 Just saying, Clemson's the only top 5 team with a win over a team currently in the top 10. Your move.	 (timestamp: 2015-10-30 15:30:25)
"#akupunktur #accupuncture
 #neurofeedbacktherapy  #neurofeedbacktrainer… https://t.co/7gwbNgu4OT"	 (timestamp: 2015-10-30 15:30:25)
https://t.co/ja9VWtm93e.long https://t.co/sVfkQTJiLG	 (timestamp: 2015-10-30 15:30:25)
Incredibly shocking. #ripscottmarshall  https://t.co/4lFhWslkv4	 (timestamp: 2015-10-30 15:30:25)
@na_afini okay bye afini. Salam rindu sayang benci marah dekat kau haha. Jumpa isnin ni	 (timestamp: 2015-10-30 15:30:25)
https://t.co/pAZbPwv1dn	 (timestamp: 2015-10-30 15:30:25)
@Vale975 @SDalmaoficial ahhhhhhhhh los queremosssssssss ♥♥♥♥ a todossssssssssss ♥♥♥ besosssss gente linda!!	 (timestamp: 2015-10-30 15:30:26)
No joda	 (timestamp: 2015-10-30 15:30:26)
"Join Jersey Ski at our Annual Membership drive and learn about our upcoming trips

Light refreshments will be served https://t.co/W6QLpZIHYy"	 (timestamp: 2015-10-30 15:30:25)
@bgermund ett par kalla med oxå ;-)	 (timestamp: 2015-10-30 15:30:26)
كيف اتحرطم	 (timestamp: 2015-10-30 15:30:25)
@TheBodyShopYuba Thank you! Getting back into it after many years of photographing my young child. Enjoying it.	 (timestamp: 2015-10-30 15:30:25)
On vous attend tous a la conférence sur les pratiques culturelles des jeunes qui se déroule aujourd'hui à la ferme Perrine jusqu'à 16h	 (timestamp: 2015-10-30 15:30:25)
To go or not to go 🙄	 (timestamp: 2015-10-30 15:30:26)
@LarryRobs you've changed https://t.co/xg7njduD7M	 (timestamp: 2015-10-30 15:30:25)
"Kaya niyo pa ba guys? Oh eto share share tayo oxygen. Daliiiiiiii!!!!

#KIEFLYOnTWBA 

© https://t.co/0EiVZPBGwg"	 (timestamp: 2015-10-30 15:30:25)
null	 (timestamp: NaT)
@boololy да ну нафик, Кощеем быть тоже мало приятного, костями греметь)	 (timestamp: 2015-10-30 15:30:26)
thank you for all the efforts.	 (timestamp: 2015-10-30 15:30:26)
null	 (timestamp: NaT)
@Brewbom wow, be well.	 (timestamp: 2015-10-30 15:30:26)
@anacrisgastelum Viajar, viajar y viajar.... *-* Así te describo en estos momentos =)	 (timestamp: 2015-10-30 15:30:26)
null	 (timestamp: NaT)
@GatelyJeannie Thanks for the follow of our FAN page about #TomEllis of #Miranda #Rush &amp; #Lucifer 😈 #GaryClapping #TomEGirls 😘	 (timestamp: 2015-10-30 15:30:26)
Tres magistrados buscan la Presidencia del TSJ tras renuncia de Von Borries https://t.co/PMhPGQV0At https://t.co/w8Tc6R4vWR	 (timestamp: 2015-10-30 15:30:26)
I want/ need to go to church this weekend 🙇🏽	 (timestamp: 2015-10-30 15:30:26)
@t_vanearwage  https://t.co/FeUKL4EgiT	 (timestamp: 2015-10-30 15:30:26)
hola :c https://t.co/Qq5RysitGu	 (timestamp: 2015-10-30 15:30:26)
@laurenyang23 @smilejonnee ganyan naman talaga yan lagi 👽😍	 (timestamp: 2015-10-30 15:30:26)
Oh well, I am awkward with people.	 (timestamp: 2015-10-30 15:30:26)
S/O to 4th hour English #hardworkpaysoff https://t.co/acBIxy3nn1	 (timestamp: 2015-10-30 15:30:26)
Quiero un chanchito 🐷😍😍	 (timestamp: 2015-10-30 15:30:26)
Si studia assai today 🤗🦄🍾🤓 https://t.co/dsQADiw44X	 (timestamp: 2015-10-30 15:30:26)
mais um dia difícil pra linda emo gótica aqui https://t.co/StZ8Z3988Q	 (timestamp: 2015-10-30 15:30:26)
Osmanliyi Devsirmeler bitirmistir. Bugun yurtdisinda egitilen devsirmeler ayni oyunu oynamaktadir	 (timestamp: 2015-10-30 15:30:26)
Isnt she beautiful!  Little Miss Lennon Leigh!  Thank you Angi!!  dollcakevintage dress and headband… https://t.co/rRFKiexSEZ	 (timestamp: 2015-10-30 15:30:26)
@_chiefkeev since these girls think its ok for a nigga to get a bottle broke on his face for speaking his mind	 (timestamp: 2015-10-30 15:30:26)
@Alicelovelb @Thali_Spanic @AdryMMP @Manu7419Fieffel https://t.co/yroB4D8qJU	 (timestamp: 2015-10-30 15:30:26)
"""Belum kahwin, baru putus pulak tu"" 😂😂"	 (timestamp: 2015-10-30 15:30:26)
null	 (timestamp: NaT)
@steverumsby @dahowlett Twitter, LinkedIn, FB and RSS feeds is enough for me. I’d struggle to catch G+ as well. Is there any unique content?	 (timestamp: 2015-10-30 15:30:26)
@lad3uxieme Lol I'm playing. U look like a damn 11	 (timestamp: 2015-10-30 15:30:26)
ya ben artık eminim Allison geri dönecek bu sezonda eminim	 (timestamp: 2015-10-30 15:30:26)
Experiencing #HHN5 another way! @ Universal Studios Singapore https://t.co/58s7NZQ0Fr	 (timestamp: 2015-10-30 15:30:26)
"@Fabicarasojo @Dianafm04  😱😱
😂😂😂 cómo un amigo que bloquea gente 😒😒"	 (timestamp: 2015-10-30 15:30:26)
🏙💙💫 @ Faculdade Cásper Líbero https://t.co/IVbRVp0DQV	 (timestamp: 2015-10-30 15:30:26)
Ну вот и все переехала мама  :) теперь начинается уборка дома( с чего начать капец (	 (timestamp: 2015-10-30 15:30:26)
TY @ajh1775 @peterfrancisco @OverlordEmpress @2LTBillyC @saraheboucher @TownAndChamber @GeezWriter @thebrassglass @henrirouen	 (timestamp: 2015-10-30 15:30:26)
#Providence #Retail #Job: Assistant Store Manager at WHBM https://t.co/DgQZJ3pd0z #Jobs #Hiring	 (timestamp: 2015-10-30 15:30:26)
di talaga ako ganun ee	 (timestamp: 2015-10-30 15:30:26)
Anong meron sa globe at ibang number ang nakareceive ng text ko?! Malala pa dun eh di ko nga kilala yung may-ari ng number na yun! 😧	 (timestamp: 2015-10-30 15:30:26)
"@905quality Quisiera escuchar #TeDejoEnLibertad de #HaAsh
Sus shows en Cba 3-5 Nov en #Quality @haashargentina @SonyMusicArg @daleplayprod 💃"	 (timestamp: 2015-10-30 15:30:26)
"""Já comi limões
Já comi ameixas
Só não te como a ti porque não me deixas""😂😂😂😂😂"	 (timestamp: 2015-10-30 15:30:26)
@FakhrulSafone kahkah..aku syak amir kelate lg 🍌 doe praktikal	 (timestamp: 2015-10-30 15:30:26)
Que sono	 (timestamp: 2015-10-30 15:30:26)
@ayanex1214x いるよ	 (timestamp: 2015-10-30 15:30:26)
Agora tem que da certo 🙏	 (timestamp: 2015-10-30 15:30:26)
"Nunca olvidar: ""Fear never conquered anything""."	 (timestamp: 2015-10-30 15:30:27)
"твою мать, как же мне не хватает общения с тобой😞 
как все сложно то 😥"	 (timestamp: 2015-10-30 15:30:27)
Well protected got Jesus on my necklace	 (timestamp: 2015-10-30 15:30:26)
Ja quero comprar outros, mas ninguém deixa	 (timestamp: 2015-10-30 15:30:27)
#Columbus, GA #Sales #Job: Electronic Sales Associate at hhgregg https://t.co/PpHcxg33aV #Jobs #Hiring #CareerArc	 (timestamp: 2015-10-30 15:30:26)
Mas olha quem me mandou mensagem 👓 hehehehe	 (timestamp: 2015-10-30 15:30:27)
闇に浸るときはみおちゃんとな子ちゃんをみて落ち着こう https://t.co/u6lDEddaD9	 (timestamp: 2015-10-30 15:30:26)
Preciso de um celular com memória de 128mb.	 (timestamp: 2015-10-30 15:30:27)
@VGUGaming both	 (timestamp: 2015-10-30 15:30:26)
oitenta e quatro #LuanetesNaAtre	 (timestamp: 2015-10-30 15:30:27)
@milwardjade omfg u reminded me I need to do that	 (timestamp: 2015-10-30 15:30:27)
null	 (timestamp: NaT)
cara minha mae ta doente dnv 😔	 (timestamp: 2015-10-30 15:30:27)
Tinho Sherman, bicha infeliz.	 (timestamp: 2015-10-30 15:30:27)
"🍀 Hi @NiallOfficial 🍀
How are you? I hope you are fine 👦
What do you prefer?😱
Football or golf? ⚽ ⛳
I love u so much 💖
Follow me? 💫  x11.512"	 (timestamp: 2015-10-30 15:30:27)
null	 (timestamp: NaT)
null	 (timestamp: NaT)
SÓ LI VERDADES! QUE TEXTO MARAVILHOSO!  Rebeck 4:20 https://t.co/6Q9UOFKuT9 via @wordpressdotcom	 (timestamp: 2015-10-30 15:30:27)
@dhyunfapx_ เพราะว่านวลไม่อยากตีแล้ว	 (timestamp: 2015-10-30 15:30:27)
null	 (timestamp: NaT)
@gabississima caramba hein que progresso, agr o único problema é a baliza né kkkk	 (timestamp: 2015-10-30 15:30:27)
The whole apartment is now full of water. I'm just glad I was home to pick everything up off the floor https://t.co/ZViFnRSbvc	 (timestamp: 2015-10-30 15:30:27)
Ya me hiciste bastante mal. ¿No te parece?	 (timestamp: 2015-10-30 15:30:27)
Mi plan de hoy...  😂🎃👻#nothingmore #caigaleelquequiera #halloweenmood https://t.co/iNujwMaeDf	 (timestamp: 2015-10-30 15:30:27)
"O que dizer de Vinicius?
https://t.co/KSLNbrBNWt
#viniciusdemoraes #danporto #poesia #dianacionaldapoesia"	 (timestamp: 2015-10-30 15:30:27)
@MegFYxSHE7imcag 俺も金ある時は勝率高いけど、ない時は弱い	 (timestamp: 2015-10-30 15:30:27)
"いやー寝てた。
LINEみたら341件とかまだ甘いなʬʬʬ"	 (timestamp: 2015-10-30 15:30:27)
Ella no era fría, la hicieron😨	 (timestamp: 2015-10-30 15:30:27)
I'm at Tophane in Bursa, Türkiye https://t.co/hSAooJbaAs	 (timestamp: 2015-10-30 15:30:27)
@RinseFM @SamSupplier oi oi selfie #BAB	 (timestamp: 2015-10-30 15:30:27)
Tudo está guardado na mente,o que você quer nem sempre condiz com o que o outro sente.	 (timestamp: 2015-10-30 15:30:27)
@Estrella51Ahora @lechatartiste @habibisilvia  Que amor   rssss	 (timestamp: 2015-10-30 15:30:27)
Halloween @BonsaiShiawase . ¿Bonsái o trato?. https://t.co/7HB0j1lqJR	 (timestamp: 2015-10-30 15:30:27)
@aderikaa gaya lu de...no lu aja kagak ada...bagi pin atuh	 (timestamp: 2015-10-30 15:30:27)
@ImaginaryMinx how do i love? 😕	 (timestamp: 2015-10-30 15:30:27)
"Директор одной из школы в ВКО задержан по подозрению в педофилии
@MVD_RK 
https://t.co/KNOOv60Zjb https://t.co/j0sdR3WQLV"	 (timestamp: 2015-10-30 15:30:27)
No long msgs. But sweet 😘 HAHAHHA @R_Magalona https://t.co/al00ooSwLW	 (timestamp: 2015-10-30 15:30:27)
@umy_14 @ttrknk115  奈良公園にあったよ(   ͡° ͜ʖ ͡° )！	 (timestamp: 2015-10-30 15:30:27)
@CanardSucrey les anciens ci m'ont dit qu'ils les avaient eus mi octobre l'an dernier... Elle nous fait encore chier cette école	 (timestamp: 2015-10-30 15:30:27)
お休みなさい😪	 (timestamp: 2015-10-30 15:30:27)
#Yup @ Philadelphia, Pennsylvania https://t.co/134pQg0xnZ	 (timestamp: 2015-10-30 15:30:27)
TwitterにLINEはったら変なのしか追加来ないしな、、	 (timestamp: 2015-10-30 15:30:27)
"'BRUH' Dispo sur mon site: https://t.co/sekfAl5jy1

Ça rend plutôt pas mal sur les sweats. @… https://t.co/o66lrUs2md"	 (timestamp: 2015-10-30 15:30:27)
@Runendoniel on  va tous rouler en Twingo :') @mauzemontole	 (timestamp: 2015-10-30 15:30:27)
I'm at Plaza Italia in Providencia, Región Metropolitana https://t.co/8iT9ezHLTp	 (timestamp: 2015-10-30 15:30:27)
just hit a fat drift on Seward highway   #slideways #gooddrivers	 (timestamp: 2015-10-30 15:30:27)
มาหานิดาาา55555 (@ หน้าวัด) https://t.co/Um5GSAefIK	 (timestamp: 2015-10-30 15:30:27)
@dawncingbabes_ You're Welcs :)	 (timestamp: 2015-10-30 15:30:27)
"@BonembergF ¡Hola! te invitamos a escuchar ""Mitologías Urbanas"" nuestro primer disco: https://t.co/eBtvnnvI0i https://t.co/ZAdbOJcml9"	 (timestamp: 2015-10-30 15:30:27)
ทำไมเสียงลูอีขึ้นจมูกเหมือนเป็นหวัดเลยย โธ่เฮียลูของน้อง	 (timestamp: 2015-10-30 15:30:27)
@JerJerryl bakla ka! 6:30 usapan. kahit libre mo bukas, kotong ka talaga sakin!!	 (timestamp: 2015-10-30 15:30:27)
Thanks @Spotify for putting 'Blood Moon' on the new music Friday playlist! ❤️	 (timestamp: 2015-10-30 15:30:27)
"今日も対戦でした

よってぃご飯ご馳でした(*^_^*) https://t.co/uk7Pd1VXWp"	 (timestamp: 2015-10-30 15:30:27)
"@himelate @aniki_MJF @YarsuMJF カレンダー２枚になる💕
おやすみなさい(-_-).。oO"	 (timestamp: 2015-10-30 15:30:27)
Just posted a photo @ Lucca Comix https://t.co/OQu63ngl5M	 (timestamp: 2015-10-30 15:30:27)
@0219Wave ありがとー！ https://t.co/4rVkW884wJ	 (timestamp: 2015-10-30 15:30:27)
Ela é uma pessoa da qual não me importo ficar longe, não sinto falta	 (timestamp: 2015-10-30 15:30:27)
Doralice doing a gypsy jazz cover of “Rust in peace” https://t.co/c7c6AYlLu0	 (timestamp: 2015-10-30 15:30:27)
ヤバイって、グラトリの動画見てる場合ぢゃーない（爆笑）	 (timestamp: 2015-10-30 15:30:27)
#Legal #Job in #VariousUSCities, US: Go In-House Jobs JDHuntr 16496 Senior... at In-House Counsel Jobs | JDHUNTR https://t.co/4lHZIS6T71	 (timestamp: 2015-10-30 15:30:27)
Quiero ver a los protagonistas de Los Juegos del Hambre #SinsajoParte2 en @El_Hormiguero.  #sueño #84	 (timestamp: 2015-10-30 15:30:28)
@juduayy lazada bebe o kaya sa ig be hanap ka mga shop :)	 (timestamp: 2015-10-30 15:30:28)
Just one. I only need one Bobby pin.	 (timestamp: 2015-10-30 15:30:27)
null	 (timestamp: NaT)
La camisa original de @tiburones_net 25.000. Ok dame 3 😵	 (timestamp: 2015-10-30 15:30:28)
渋谷ヤバくねーかー？わら https://t.co/t2uSymgsb8	 (timestamp: 2015-10-30 15:30:28)
null	 (timestamp: NaT)
TGIF💙💛❤️ @ 世界第一高塔-廣州電視塔之108樓, The highest tower in the world -Canton Tower 108th floor https://t.co/o95SmErJnm	 (timestamp: 2015-10-30 15:30:28)
@Jencjoyous Boo. Return to Denver on Sunday night.	 (timestamp: 2015-10-30 15:30:28)
null	 (timestamp: NaT)
канеш, РПЦ против хелоуина) МУХАХАХАААХАХАХАХАХАА	 (timestamp: 2015-10-30 15:30:28)
I really wanna go see my brother play	 (timestamp: 2015-10-30 15:30:28)
@ENS_Recruitment @firefishnow have a good one!	 (timestamp: 2015-10-30 15:30:28)
@NickSwardson god dammit Rick this is the third time this week	 (timestamp: 2015-10-30 15:30:28)
Bom dia	 (timestamp: 2015-10-30 15:30:28)
null	 (timestamp: NaT)
É tão bom não ir para a aula 😻👌🏻	 (timestamp: 2015-10-30 15:30:28)
wpp @mvnascimentoo_	 (timestamp: 2015-10-30 15:30:28)
Tonight Dj &amp; supa producer @metroboomin of DS2 @1future x @chiefkeef latest work is having a costume… https://t.co/ye354ipOPv	 (timestamp: 2015-10-30 15:30:28)
We're #hiring! Read about our latest #job opening here: ConceptWave/Order Care... - https://t.co/JdK72c0ptU https://t.co/VQhCkoVZpZ	 (timestamp: 2015-10-30 15:30:28)
So sleepy 😭	 (timestamp: 2015-10-30 15:30:28)
"Big time 

#EdgiestOneYearOld  https://t.co/cJ20FfP4wl"	 (timestamp: 2015-10-30 15:30:28)
juju	 (timestamp: 2015-10-30 15:30:28)
@b_irinaa Y si siempre me descartas :c	 (timestamp: 2015-10-30 15:30:28)
